name,year,quarter,sector,Relative Return,F_비유동자산 변화율,F_법인세차감전 순이익 변화율,F_자산총계 변화율,F_매출액 변화율,F_자본총계 변화율,F_비유동부채 변화율,Label,Code
삼성전자,2024,Q3,정보기술,-0.22919748518725305,0.012059726196401943,-0.48886223357616054,0.018094243627815754,0.03898461681272969,0.013514758918475867,-0.721294838092693,0.012060026626759604,005930
삼성전자,2024,Q2,정보기술,0.0027033693163534683,0.008786167992265614,-0.15331181436065444,0.017790603385337223,0.048683053193000925,0.02038124471672642,0.010296754075380221,-0.22919748518725305,005930
삼성전자,2024,Q1,정보기술,0.047702561994951,0.006506668574258079,-7.928767999689134,0.05129063548107782,0.20252283384744074,0.032704977095417975,0.001105583359361173,0.0027033693163534683,005930
삼성전자,2023,Q4,정보기술,-0.07907967861134663,0.03943912654110959,-1.282469621700871,0.008037075647482794,-0.07099178253697103,-0.00627855684382983,0.005607177575007505,0.047702561994951,005930
삼성전자,2023,Q3,정보기술,0.08806308701045537,0.033361199049093626,-0.46117126125623753,0.029587544024118007,0.1544746257452474,0.03675368439640114,0.019950064742488394,-0.07907967861134663,005930
삼성전자,2023,Q2,정보기술,0.0035359450230512124,0.029507186322947243,1.1508661705654433,0.04233515402607546,-0.057853152098978455,0.034224483101041425,0.7254105191102409,0.08806308701045537,005930
삼성전자,2023,Q1,정보기술,0.03281908572503358,0.027071124456930162,0.37016739150801126,0.05508470636862173,-0.01454087336708254,0.007412573939901357,2.736405579642703,0.0035359450230512124,005930
삼성전자,2022,Q4,정보기술,-0.014620187333024896,0.07454571490714423,-0.5088010716554949,-0.003621542884199247,-0.20331285331073734,0.011449090376209003,-0.10772270162512265,0.03281908572503358,005930
삼성전자,2022,Q3,정보기술,0.06849592142748558,0.023518305001695605,-0.36249112460350064,0.007945980978733669,-0.08407467107475541,0.015355748678268055,0.08188788469589792,-0.014620187333024896,005930
삼성전자,2022,Q2,정보기술,-0.05267791641122129,0.02748267149670247,0.06014505033054274,-0.0014756432666083175,0.033795594117775885,0.028438558074947773,0.1092737699151447,0.06849592142748558,005930
삼성전자,2022,Q1,정보기술,-0.025904092146787114,0.0018541185192273435,-0.09655760968942295,0.032821294724592054,0.031090142014916333,0.02630539794117137,-0.1180512080746231,-0.05267791641122129,005930
삼성전자,2021,Q4,정보기술,0.08021174509408492,0.060486715295978044,0.004076807637010349,0.043325471946422445,0.020290445374698374,0.030970802034322897,0.31240182989349075,-0.025904092146787114,005930
삼성전자,2021,Q3,정보기술,0.01451133443913228,0.01240430756157651,-0.07274375759775431,0.056432278956488835,0.1780952868289667,0.03328995363464893,-0.006598062156857654,0.08021174509408492,005930
삼성전자,2021,Q2,정보기술,-0.06520218578722098,0.047288517718544476,0.977851621939589,-0.03679433033290935,0.016123567155295282,0.03774865645013281,1.021353018795459,0.01451133443913228,005930
삼성전자,2021,Q1,정보기술,-0.04749286885392753,0.013130789280255462,0.0107704668059454,0.029896423619840684,0.11166595480054031,-0.04669868527652721,-0.04857455477287309,-0.06520218578722098,005930
삼성전자,2020,Q4,정보기술,0.06305190930787594,0.05111389762605523,-0.16894157072562577,0.006034275793535437,-0.1523666941317875,0.00952205242915305,-0.059407846666093,-0.04749286885392753,005930
삼성전자,2020,Q3,정보기술,0.05408192697705689,0.008416021463130807,0.47864390060594664,0.046240142675942675,0.2611098535514629,0.01587236328278796,-0.07805553625812645,0.06305190930787594,005930
삼성전자,2020,Q2,정보기술,-0.053462503730239364,0.02165825939255228,0.5168861015640485,-0.010767390194360238,-0.05447621041331163,0.007449142135378617,0.10816993804911079,0.05408192697705689,005930
삼성전자,2020,Q1,정보기술,-0.09696352584938125,0.002854415746063488,-0.3549781505948161,0.02031386951262859,0.07244699748760564,-0.0024821127054487357,-0.029003973457554344,-0.053462503730239364,005930
삼성전자,2019,Q4,정보기술,0.10129919395021802,0.022245280693010683,-0.1727480218033246,-0.004908924766689138,-0.11432394680325231,0.0018000441203684936,-0.15418177486851836,-0.09696352584938125,005930
삼성전자,2019,Q3,정보기술,0.0964626239919313,-0.0021801297177039825,0.3442018624529677,0.021135782958908722,0.10629807740952124,0.012326159202728393,-0.016681434263203898,0.10129919395021802,005930
삼성전자,2019,Q2,정보기술,0.06510638104812148,0.017133165202672718,0.03619101767017674,-0.03578675685067345,0.03000343292413188,0.00943462191034472,-0.03304127589924988,0.0964626239919313,005930
삼성전자,2019,Q1,정보기술,-0.02107237114168848,-0.0046526489470549715,-0.4706505056940352,0.00742210724226311,-0.04576691434691327,0.004401411946629352,-0.10730602223754138,0.06510638104812148,005930
삼성전자,2018,Q4,정보기술,-0.022224584059598457,0.0227146164073897,-0.4348647740362809,0.005610266847145828,-0.18533836016992133,0.019623566388952796,0.6299751229742268,-0.02107237114168848,005930
삼성전자,2018,Q3,정보기술,0.062292406532657496,-3.5253892188613634e-05,0.2517058314007097,0.06780077661574269,0.1532290558985474,0.048314350828653874,-0.08034539546244157,-0.022224584059598457,005930
삼성전자,2018,Q2,정보기술,-0.01484218290028759,0.023064584735296156,-0.04100509491893711,-0.006023464285410007,-0.030329656330003063,0.036135929814873124,0.04596398253902856,0.062292406532657496,005930
삼성전자,2018,Q1,정보기술,0.015604005577386153,0.037083691103546146,-0.05642098274655527,0.03513295106530756,0.011288378546699951,0.030517938025572677,-0.1536640690723321,-0.01484218290028759,005930
삼성전자,2017,Q4,정보기술,-0.06716811652335422,0.04112108219745059,0.22175351305179491,0.04995442760848512,-0.021890273249071,0.05050062074026207,-0.11328876625178186,0.015604005577386153,005930
삼성전자,2017,Q3,정보기술,0.15335686218290157,0.03371614034137527,0.2658597917051657,0.05834846509657843,0.02239411068512842,0.03315868433484215,0.029465831152768462,-0.06716811652335422,005930
삼성전자,2017,Q2,정보기술,-0.035921684273371696,0.060880136377318816,0.2564226060518462,0.03089378623341532,0.2184096984590782,0.022510131021490798,-0.05671900301025956,0.15335686218290157,005930
삼성전자,2017,Q1,정보기술,0.038136403063849696,0.07024115043363444,0.07306728234770121,-0.0100062951451525,-0.020754157965270248,-0.007041103592100528,-0.20514799179264642,-0.035921684273371696,005930
삼성전자,2016,Q4,정보기술,0.1965088619034434,0.06718597188691122,1.7351774997371856,0.05940181162037095,0.08371564451258218,0.042758375605147725,-0.20118347654335622,0.038136403063849696,005930
삼성전자,2016,Q3,정보기술,0.053607573533440186,0.0023195592533322706,-0.38844030809459495,0.010338629655705533,-0.02261128446483196,-0.008290208348778694,0.11778424509931917,0.1965088619034434,005930
