종목코드,종목명,작성기준일,작성시간,보고자,특별관계자수,주식수,주식비율,증감주식수,증감주식비율,변동방법,변동사유,변경사유
00983934,아이스크림에듀,2023.02.17,11:09,시공테크,6,5228062,40.64,-144986,-1.13,특수관계인의 보유주식수 변동 ,특수관계인의 주식매매 및 퇴사,
00549891,케어젠,2023.02.17,09:48,정용지,3,6877222,64.02,10,0,자기주식 대체입고,특별관계자의 자기주식 취득(상여),
00361008,한화엔진,2023.02.17,07:30,한화임팩트,1,15442480,21.58,15442480,21.58,주식매매계약에 대한 양해각서 체결(장외매수),"보고자는 발행회사의 최대주주인 인화정공(주)와 2023년 2월 16일자로
주식매매계약에 대한 양해각서를 체결하였으며, 동 계약에 따라 인화정공(주)가 소유하고 있는 발행회사 보통주식 15,448,480주를 매수하기로 함.

이와는 별개로 보고자는 제3자 배정 유상증자에 참여하여 발행회사가 발행하는 보통주식 11,903,148주를 인수할 예정이며, 주식매매거래 및 신주인수거래가 종료되는 경우 보고자가 발행회사의 최대주주가 될 예정임.",주식매매계약에 대한 양해각서 체결(체결일 2023년 2월 16일)
00243979,수성웹툰,2023.02.17,16:37,해밀아이비,0,0,0,-2924260,-4.66,장내 매도,장내매도 따른 보유량 감소,
01089378,디와이디,2023.02.17,16:17,웰바이오텍,3,8347725,19.64,8347725,19.64," 전환사채 취득
특별관계자 보유지분 연명보고"," 전환사채 취득
특별관계자 보유지분 연명보고",
01201970,클리노믹스,2023.02.17,16:17,아미코젠,1,1166610,8.57,-196432,-1.75,장내매도,단순처분,
01587056,엔젯,2023.02.17,14:59,"AppliedVenturesInnovationFundI,L.P.",1,627985,5.97,-106595,-1.01,장내매도,단순처분,
01290248,스코넥,2023.02.17,11:21,한국산업은행,0,605028,4.89,-195852,-1.74,보유주식 장내 매도,보유주식 장내 매도,
00161426,한미사이언스,2023.02.20,17:45,송영숙,23,44161415,63.13,0,0.00,,,보유주식에 대한 계약 내용 변경
01175499,위니아에이드,2023.02.20,17:40,위니아,3,9760207,63.41,-177133,-1.15,교환청구 행사,교환사채 교환청구권 행사,주식 등에 관한 주요계약(담보계약) 체결
00111722,미래에셋증권,2023.02.20,17:37,미래에셋캐피탈,19,175982816,28.60,7230089,1.17,보고자의 발행회사 주식 장내매수 등에 따른 보유 지분 변동,기존 보고자(미래에셋캐피탈) 및 특별관계자 합산지분 1%이상 변동에 따라 연명공시 진행,
00925374,윤성에프앤씨,2023.02.20,17:36,프리미어루미너스사모투자,1,593000,7.43,-97595,-1.23,장내매각,장내매각,
00411808,제이오,2023.02.20,17:14,강득주,6,12473800,39.81,12473800,39.81,코스닥시장 신규상장,주권의 코스닥시장 상장에 따른 신규보고,
00160588,한화,2023.02.20,17:03,김승연,11,32691768,43.61,4000,0,장내매수,주식 취득,
00638487,파수,2023.02.20,16:59,조규곤,7,2585282,22.20,-5200,-0.05,장내매도,특별관계자의 보유주식의 일부 매도,기존 차입금 대환으로 담보계약 변경
00119195,동화약품,2023.02.20,16:52,윤도준,14,9403753,33.67,0,0,,,주식대출의 만기 연장
01571107,오픈엣지테크놀로지,2023.02.20,16:22,이성현,12,7562994,35.74,-14756,-0.57,"장내매수, 주식매수선택권 행사, 특별관계자 추가 및 제외","장내매수, 주식매수선택권 행사와 특별관계자 추가 및 제외로 인한 변동",
00273110,에스티큐브,2023.02.20,16:10,바이오메디칼홀딩스,4,2568659,5.66,-160000,-0.47,"주식매수선택권 행사, 장내매매","주식매수선택권 행사, 장내매매에 따른 보유지분 및 지분율 변동",
00983271,엔에이치엔,2023.02.20,16:03,이준호,36,19140971,53.14,0,0.0,,,"주식담보대출 원금 상환, 연장 등 계약 변경"
01596656,메쎄이상,2023.02.20,15:55,SK증권,0,600000,1.39,0,-12.90, 합병으로 인한 지분율 변동, 합병으로 인한 지분율 변동,
00250614,삼영엠텍,2023.02.20,14:23,전창옥,7,2774402,21.34,-180000,-1.39,증여,특수관계인의 지분 증여,
00875237,씨앤투스,2023.02.20,14:00,하춘욱,12,11591874,42.88,69489,1.84,장내취득 ,1) 보고자 및 특수관계인 지분 추가  취득,
01359815,한울반도체,2023.02.20,13:56,허민석,3,5220656,28.22,-170000,-0.92,장내매도,장내매도로 인한 보유주식 변동,
00769158,케이엔제이,2023.02.20,13:29,심호섭,6,2320138,29.20,0,0,,,보유주식에 대한 담보계약 변경(연장)
00392691,포니링크,2023.02.20,11:12,박강규,56,6300284,7.52,868091,1.03,공동보유계약 체결,공동보유계약 체결 추가에 따른 지분 변동,
00255105,케이바이오,2023.02.20,11:05,미래아이앤지,1,32717609,29.68,1767973,1.6,장내매수,장내매수,
01580178,대신밸런스제11호기업인수목적,2023.02.20,10:52,대신증권,0,0,0,-1000000,-11.24,SPAC 합병에 따른 소멸,SPAC 합병에 따른 소멸,
01391103,브랜드엑스코퍼레이션,2023.02.20,10:21,강민준,5,14536208,49.29,0,0,,,담보계약 변경
00620558,에이비프로바이오,2023.02.20,07:30,베리타스투자조합,0,12118733,4.43,0,0,주식담보대출 추가 담보 약정,주식담보대출 추가 담보 약정,
00610490,비디아이,2023.02.20,16:53,건설공제조합,0,4099373,20.87,4099373,20.87,회생계획인가에 따른 출자전환 및 주식병합,회생계획인가,
00243979,수성웹툰,2023.02.20,16:43,상상인저축은행,2,11543462,13.57,-738971,-0.99,"1. 기보유 전환청구주식 매도
2. 채무자의 대출 기한이익상실로 채권자가 담보주식에 대한 처분권한을 취득함
3. 채권자의 담보처분권 일부실행
4. 채무자의 대출 상환으로 채권자가 담보주식에 대한 처분권한 해소함


※ 보유주식등의 수량 중 담보주식에 대하여는 채권자 당행과 특별관계자가 소유권을 취득한 바 없으며, 오직 처분권한만을 보유함(담보처분권은 투자목적 보유와 무관)","1. 기보유 전환청구주식 매도
2. 채무자의 대출 기한이익상실로 채권자가 담보주식에 대한 처분권한을 취득함
3. 채권자의 담보처분권 일부실행
4. 채무자의 대출 상환으로 채권자가 담보주식에 대한 처분권한 해소함


※ 보유주식등의 수량 중 담보주식에 대하여는 채권자 당행과 특별관계자가 소유권을 취득한 바 없으며, 오직 처분권한만을 보유함(담보처분권은 투자목적 보유와 무관)",
00542898,케이이엠텍,2023.02.20,09:35,제이엔지인터내셔날,1,1000000,7.11,-250000,-1.78,일부 장외매도,단순투자분 일부 처분,
01357446,퓨런티어,2023.02.21,17:37,하이비젼시스템,4,4981200,59.97,0,-0.78,특별관계자의 주식매수청구권 행사에 따른 변동,특별관계자의 주식매수청구권 행사에 따른 변동,
00157399,한솔테크닉스,2023.02.21,17:35,한솔홀딩스,5,6729988,20.81,-73800,-0.18,주식매수선택권 부여취소,주식매수선택권 부여취소,
00579980,아이티엠반도체,2023.02.21,17:24,NICE,15,15307127,67.53,-6153,0.00,특별관계 추가 및 해소,임원선임 및 퇴임,특별관계자의 주식 담보 계약내용 변경
01246034,네오펙트,2023.02.21,17:14,스칸디 신기술조합 제278호,1,1956983,9.82,-692041,-3.47,주식 장내매도에 따른 특수관계자 제외,주식 장내매도에 따른 특수관계자 제외,
00609661,티쓰리,2023.02.21,17:13,IDG-AccelChinaGrowthFundL.P.,2,10132576,15.43,-4342624,-6.64,장내 매도,장내 매도,
01364747,가온칩스,2023.02.21,17:06,정규동,13,6671320,58.07,-129800,-1.13,"특별관계자의 단순 장내매매(처분), 특별관계자 추가","단순 매매(처분), 특별관계자 추가",
01276901,엔피,2023.02.21,16:51,위지윅스튜디오,15,17445586,42.17,-7435990,-15.06,시간외대량 매도 및 주식매수선택권 행사,보고자 및 특별관계자의 주식 일부 처분 및 임직원 주식매수선택권 행사로 인한 지분율 변동,
01242241,샌즈랩,2023.02.21,16:32,케이사인,7,9665384,64.03,9665384,64.03,코스닥 상장,코스닥시장 상장으로 인한 신규보고,
00492894,젬백스,2023.02.21,16:30,젬앤컴퍼니,11,7979222,20.02,168377,0.42, 특별관계자의 주식 장내매수, 특별관계자의 주식 장내매수," 보고자의 차입금 상환 및 질권 해지, 질권 일부 해지
 보고자의 주식 신규 질권설정
 특별관계자의 질권 일부 해지"
00532855,한국유니온제약,2023.02.21,16:11,안희숙,4,1786556,22.60,0,0,,,특별관계자 신규 담보계약(주식담보대출) 체결
00352064,프리엠스,2023.02.21,16:08,주도식,0,2000000,33.33,0,0,특별관계자 신규추가,없음,증여(배우자)에 따른 특별관계자 추가
00755739,파인테크닉스,2023.02.21,16:04,홍성천,9,5070751,31.84,1842,0.01,관계사 임원 신규 선임,관계사 임원 신규 선임에 따른 특별관계인 신규편입과 그에 따른 보유주식수 반영,보고자 주식담보대출 계약사항 일부 변경 (기간연장 및 이자율 변경)
01368637,유일에너테크,2023.02.21,15:58,정연길,3,5300125,49.26,0,-0.39,,,"* 최대주주 주식 담보대출 만기연장 및 이율 변경
* 특별관계자 주식담보대출"
00270113,멕아이씨에스,2023.02.21,15:51,김종철,21,4501151,27.36,-1000,-0.01,장내매도,단순처분,기존 주식담보계약 변경 (기간연장)
01264872,이노뎁,2023.02.21,15:32,이성진,6,2733256,37.24,0,0,,,특수관계인 보유주식등에 대한 계약 내역 변경
00147772,정원엔시스,2023.02.21,15:22,윔스,11,7214799,22.40,109250,0.34,,,특별관계자수 변경
00513948,녹십자엠에스,2023.02.21,15:06,녹십자,8,11225411,53.16,-75000,-0.35,"특별관계자 추가, 장내 매도","주식 취득으로 인한 특별관계자 추가, 단순 처분",
00303703,CS,2023.02.21,14:41,정흥식,3,6388426,31.60,0,0,,, 보고자의 주식담보 계약기간 연장 
00109824,대림통상,2023.02.21,14:40,디앤디파트너스,5,10713825,70.37,0,0,,,주식담보계약 갱신
00681249,씨유메디칼,2023.02.21,14:29,엑스큐어,0,8873834,18.40,8873834,18.40, ,,
00161860,한성기업,2023.02.21,14:10,임우근,8,2430199,39.14,0,0,,,"신탁,담보계약 등 주요계약 만기연장 "
00681249,씨유메디칼,2023.02.21,14:09,대광네트웍스,1,0,0,-3174600,-7.03,장외매매,보고자와 특별관계자간의 매매로 인한 대표보고자 보유주식 감소,보고자와 특별관계자간의 매매로 인한 특별관계자 해소
00681249,씨유메디칼,2023.02.21,13:41,나학록,3,206186,0.45,-3198911,-7.66, 대표보고자 주식매각으로 인한 변동, 주식 양수도 계약 체결, 
00580199,메디톡스,2023.02.21,13:36,정현호,9,1284359,17.90,1000,-0.11,대표이사 장내매수,대표이사 장내매수,대표이사 주식담보대출 상환
01686755,파인엠텍,2023.02.21,10:55,홍성천,16,13265346,37.81,2551267,4.87,장내매수,".특별관계인 장내매수에 따른 보유주식수 증가
.특별관계인 매도청구권 행사에 따른 사채권 양수로 인한 보유잠재주식의 증가",특별관계인 주식담보대출 계약사항 일부 변경 (기간연장 및 이자율 변경)
00527002,화인써키트,2023.02.21,10:52,유수권,2,10000000,87.98,10000000,87.98,스팩 합병상장으로 인한 신규보고," SPAC 소멸합병 방식을 통한 발행회사 화인써키트(존속법인)와 신영해피투모로우제6호기업인수목적(소멸법인)과의 합병상장으로 인한 신규보고
 특별관계자 신규 보고",
01064069,토박스코리아,2023.02.21,10:08,이선근,6,1818409,18.91,23000,0.24,장내매수,최대주주 이선근의 장내매수,주식담보대출의 만기연장
01062177,제놀루션,2023.02.21,10:07,호일바이오메드,8,2448164,24.89,28331,-0.34,특별관계자 장내매수,특별관계자(진엑스) 장내 매수에 따른 보유주식 증가,
01571107,오픈엣지테크놀로지,2023.02.21,17:23,이노폴리스파트너스,3,456316,2.16,-693934,-3.35,장내매도,장내매도에 의한 지분율 변동,
00576798,디아이티,2023.02.21,15:59,이경운,0,1306088,6.91,-180212,-0.95,장내매도,장내매도에 따른 변동보고,
00683007,엑스큐어,2023.02.21,13:53,나학록,0,757193,9.32,757193,9.32,,,
00632793,전진바이오팜,2023.02.21,10:46,파인밸류자산운용,0,362499,5.30,-213812,-3.49,풋옵션 권리행사에 따른 주식등 처분,투자회수,
01018802,엔솔바이오사이언스,2023.02.21,09:39,휴메딕스,0,550055,5.08,550055,5.08,제3자 배정 유상증자 신주 취득(+),제3자 배정 유상증자 신주 취득(+),
00154426,아이에이치큐,2023.02.22,17:10,케이에이치미디어,3,79989140,31.95,8200000,2.30,유상증자,유상증자,
00125965,KH 미래물산,2023.02.22,17:04,클로이블루조합,10,53619114,30.08,0,0,,,추가 담보 설정
00525642,코오롱생명과학,2023.02.22,16:55,이웅열,7,4566203,40.01,510066,4.47, 명의개서에 따른 보유주식 증가, 명의개서에 따른 보유주식 증가,
00609315,멜파스,2023.02.22,16:51,이엔스컴퍼니,2,18042856,32.75,8571428,12.39,유상증자(3자배정) 신주취득,추가 취득,
00367695,DGP,2023.02.22,16:42,코르몬파트너스,2,10922028,5.35,-3562500,-2.43,보고자의 지분 일부 장외 매도,보고자의 지분 일부 장외 매도로 인한 변동보고,
01596656,메쎄이상,2023.02.22,16:41,에이씨피씨,0,600000,1.41,0,-15.16,합병에 따른 합병신주 취득에 대한 신규보고,합병에 따른 합병신주 취득에 대한 신규보고,
00252135,주성엔지니어링,2023.02.22,16:39,황철주,8,13983526,28.98,7736,0.01,특별관계자 수 및 보유주식 수 변동,특별관계자 수 및 특별관계자의 장내매매 변동,
00155586,HLB이노베이션,2023.02.22,16:31,HLB,28,28940298,43.84,25440298,35.21,특별관계자의 전환사채 취득 및 콜옵션 계약에 따른 변동,특별관계자의 전환사채 취득 및 콜옵션 계약에 따른 변동(연명보고),
00159740,KISCO홀딩스,2023.02.22,16:21,장세홍,6,8383645,51.83,-13250,-0.08,장내매매,특별관계자의 보유주식 일부매도,
00555874,제주항공,2023.02.22,16:20,AK홀딩스,3,39711929,51.58,-199335,-0.26, 교환사채 교환 청구, 교환사채 교환 청구에 따른 주식수 변동, 교환사채 교환 청구에 따른 주식수 변동
00203315,콘텐트리중앙,2023.02.22,16:17,중앙홀딩스,3,8136133,42.24,0,0,,,"보유주식 등에 관한 계약의 변경
(주식담보대출 계약 기간 연장)"
01062867,디알텍,2023.02.22,16:06,윤정기,1,5565201,9.59,0,0,,," 기존에 체결한 주식담보대출계약의 만기를 연장함에 따라,
변경 보고의무가 발생함"
00127909,삼일,2023.02.22,16:05,티디,10,5592628,34.49,188582,1.16,특별관계자의 장내매수,특별관계자의 장내매수,
01189438,HLB바이오스텝,2023.02.22,16:03,김도형,2,11158327,15.01,0,-0.81,,,주식담보대출 추가 계약 체결
01160363,에코프로비엠,2023.02.22,16:00,에코프로,16,50528856,51.66,0,0,,,주식담보대출 계약 연장
01596656,메쎄이상,2023.02.22,14:54,조원표,3,3717921,8.72,3717921,8.72,합병 신주 배정,합병 신주 배정으로 인한 보고의무 발생(신규),
01419135,이노진,2023.02.22,14:31,이광훈,3,4950000,41.15,3960000,-6.22,코스닥 신규 상장,코스닥 신규 상장,
00923826,일월지엠엘,2023.02.22,13:49,일월,0,1500000,17.72,1500000,17.72,신규취득(제3자배정 유상증자),신규취득(제3자배정 유상증자),
01596656,메쎄이상,2023.02.22,13:47,이상네트웍스,14,36817662,86.32,36817662,86.32,합병에 따른 합병신주 취득에 대한 신규보고,합병에 따른 합병신주 취득에 대한 신규보고,
00367695,DGP,2023.02.22,12:19,CBI,0,46223699,20.44,23604474,9.41,지분 취득 (구주 취득 및 유상증자),지분 취득 (구주 취득 및 유상증자),
00260930,에스엠,2023.02.22,11:34,하이브,2,4392368,18.45,0,0.00, , , 주식매매계약의 거래종결(거래종결일: 2023년 2월 22일)에 따른 주식의 보유형태 변경(보유에서 소유로의 변경)
01575839,플라즈맵,2023.02.22,11:26,임유봉,41,5652956,29.12,482068,1.58," 의결권공동행사 등에 관한 주주간 협약 추가(드림텍),
 임유봉 대표이사 지분 추가매수"," 의결권공동행사 등에 관한 주주간 협약 추가(드림텍)에 따른 지분 변동
 임유봉 대표이사 지분 추가매수",
00115676,KG스틸,2023.02.22,10:41,KG스틸홀딩스,2,61000000,60.96,-5000000,-5.00,시간외대량매도,투자자금회수,
01153105,비비씨,2023.02.22,10:03,강기태,10,2188180,39.39,45000,0.81,주식의 차입,"강태진,강진아의 주식의 차입",
00367695,DGP,2023.02.22,07:30,CBI,0,46223699,22.23,23604474,11.20,지분 취득 (구주 취득 및 유상증자),지분 취득 (구주 취득 및 유상증자),
00127158,씨아이테크,2023.02.22,17:35,이학영,1,5630522,12.13,0,-0.78,전환사채 주식 전환청구,전환사채 주식 전환청구,
00971090,어스앤에어로스페이스,2023.02.22,16:08,가온빌더스,7,4340000,21.79,800000,2.03,특별관계자 추가,제3자배정 유상증자(신주취득),
01419384,하나금융16호기업인수목적,2023.02.22,15:42,엣데이터,0,383000,9.55,383000,9.55, 장내매매, 단순 투자목적의 주식 매매, 
00403793,바이브컴퍼니,2023.02.23,17:31,김경서,14,2362305,36.65,201591,-1.19,"특별관계자의 주식매수선택권 행사, 증여, 임원퇴사","특별관계자 제외에 따른 특별관계자 수 및 주식등의 수 변동, 주식매수선택권 행사 및 증여","특별관계자의 주식담보대출 약정, 주식매수선택권 행사에 따른 변경(보유>소유)"
00306162,상상인,2023.02.23,17:20,유준원,4,17732758,32.05,0,0.00, , ,  보고자 주식담보대출 만기연장
00143314,에이엔피,2023.02.23,17:11,와이에스피,5,30000731,64.28,6079027,5.33,특수관계인의 CB인수로 전환사채권 취득,특수관계인의 (주)에이엔피 20CB 인수,특수관계인의 (주)에이엔피 20CB 매매계약체결
00530121,디에스케이,2023.02.23,16:57,시너지이노베이션,3,11075440,40.98,0,0,,,주식 담보대출 일부 연장
01139965,스튜디오미르,2023.02.23,16:49,유재명,4,3611656,66.93,177100,0.25,발행주식 증가에 따른 보유비율 변동 및 특별관계자 추가,주식매수선택권 행사 따른 발행주식 증가 및 보유비율 변동,
00103130,플레이그램,2023.02.23,16:46,트라이콘 1호 투자조합,6,37216322,30.11,-126806,-1.36,특별관계자의 보유 주식 매도,특별관계자의 보유 주식 매도,
00542074,나노캠텍,2023.02.23,16:37,트리니티에쿼티,1,10938063,29.23,6888901,14.81,"유상신주 취득, 특별관계 해소","제3자배정 유상증자 참여로 인한 주식 추가 취득, 임원 퇴임",
00480048,모다이노칩,2023.02.23,16:25,대명화학,2,63199716,79.27,0,0,,,주식담보계약중  일부 상환 및 신규 체결
00828761,레이,2023.02.23,16:21,레이홀딩스,7,4518292,32.00,0,-0.24,,,특별관계인 주식담보대출 연장
00260930,에스엠,2023.02.23,16:08,이수만,19,4545448,19.09 ,0,0.00, 장외매도 , 주식매매계약의 거래종결,
00327396,옵트론텍,2023.02.23,15:41,임지윤,2,4525494,17.70,49701,0.19,특별관계자 장내매수,특별관계자 보유지분 증가,
00149354,종근당홀딩스,2023.02.23,15:21,이장한,6,2369959,47.31 ,1337,0.03, 장내매수, 단순취득, 해당사항 없음
00411808,제이오,2023.02.23,15:18,아이비케이비엔더블유기술금융2018사모투자,3,3534450,11.28,3534450,11.28,,,
01689336,비엔케이제1호스팩,2023.02.23,14:54,BNK투자증권,0,1000000,18.87,-348140,-6.57,장외매도,장외매도,
00126089,DH오토넥스,2023.02.23,14:35,대유홀딩스,9,53499489,44.21,0,0,,,주식담보 계약 체결 및 주식 담보 변경(상환)
00149804,대유에이텍,2023.02.23,14:33,대유홀딩스,8,66903686,54.61,0,-0.19,,,주식등에 관한 주요계약 체결
00219848,서희건설,2023.02.23,14:32,이봉관,11,132788182,57.78,919481,0.40,장내매수,단순 지분 취득,주식담보계약 체결
00657987,KX,2023.02.23,13:15,최상주,25,24515359,54.07,8482,0.01,보유주식수 변동,특별관계자의 장내매수 등,
00480367,SK오션플랜트,2023.02.23,10:40,송무석,4,12270459,23.05,0,0,,,담보계약 변경
00160047,한국앤컴퍼니,2023.02.23,10:22,조현범,12,68763857, 72.43,0,0,,, 보유주식에 관한 계약의 변경
01580178,대신밸런스제11호기업인수목적,2023.02.23,10:18,우리벤처파트너스,0,0,0,-700000,-9.20,SPAC 합병에 따른 소멸,SPAC 합병에 따른 소멸,
00390365,토비스,2023.02.23,16:16,아이디스,0,1054166,6.42,-190660,-1.16,장내 매도,단순 매도,
00866062,엘티씨,2023.02.23,16:02,수성자산운용,1,1620773,16.73,-15708,-0.14,"제3회 사모 전환사채 및 제4회 사모 신주인수권부사채
행사가 조정(상향)으로 인한 보유비율 변동","제3회 사모 전환사채 및 제4회 사모 신주인수권부사채
행사가 조정(상향)으로 인한 보유비율 변동",
00542074,나노캠텍,2023.02.23,15:05,카사솔루션,0,2334267,6.24,2334267,6.24,유상신주취득,제3자배정 증자 참여,
01419135,이노진,2023.02.23,14:38,권득문,0,973280,8.09,778780,-2.36,코스닥 신규 상장,코스닥 신규 상장,
00971090,어스앤에어로스페이스,2023.02.23,14:09,가온빌더스,11,817000,14.24,100000,1.74,구주 취득,주식양수도,※본 보고서 이후부터는 대표보고자를 (주)어스이노베이션으로 변경하여 보고합니다. 동사 명의의 보고서를 참고하시기 바랍니다.
00971090,어스앤에어로스페이스,2023.02.23,13:50,가온빌더스,11,717000,12.50,100000,-8.52,구주 취득,주식양수도,
00971090,어스앤에어로스페이스,2023.02.23,11:53,가온빌더스,10,7840000,26.21,3500000,4.42,특별관계자 추가,제3자배정 유상증자(신주취득),
01419135,이노진,2023.02.23,07:30,이장훈,0,900000,7.48,719500,-2.22,코스닥시장 상장,코스닥시장 상장,
00260408,팜스코,2023.02.24,17:52,하림지주,5 ,20778122,56.57 ,0,0.00,,,"보고자의 주식담보 대출 설정계약 변경
 농협 차입금(300억원) 만기 연장 "
00855093,선진,2023.02.24,17:47,하림지주,4,11899741,50.04,0,0,,,"보고자의 주식담보 대출 설정계약 변경
 농협 차입금(300억원) 만기 연장 "
00857727,하림,2023.02.24,17:43,하림지주,6,62545221,58.89 ,0,0,,,"보고자의 주식담보 대출 설정계약 변경
 농협 차입금(300억원) 만기 연장 "
00527491,하이드로리튬,2023.02.24,17:40,리튬플러스,11,17587665,52.69,-4596867,-7.25," 특별관계자 일부 특별관계 해소
 특별관계자 주식담보계약 대환 및 연장", 특별관계자 일부 특별관계 해소에 따른 변동보고, 특별관계자 주식담보계약 대환 및 연장에 따른 변경보고
00240857,바이오스마트,2023.02.24,17:23,박혜린,4,4661145,23.20,0,0,,,주식담보대출 상환
00728638,한세실업,2023.02.24,17:19,한세예스24홀딩스,12,22676162,56.69,0,0.00,,,주식담보대출 연장에 따른 변경
00110750,플루토스,2023.02.24,17:16,비에스제이홀딩스,1,26208651,20.14,499581,0.38,장내매수,장내매수,
00139685,양지사,2023.02.24,17:05,이배구,3,11646162,72.88,-424100,-2.65,장내매도,특수관계인 이진의 보유주식 단순매도,
00152385,에이프로젠,2023.02.24,17:03,지베이스,11,176142054,57.73,34836301,5.45,"전환사채 취득,행사가 조정 으로 인한 보유비율 변동","전환사채 취득,행사가 조정 으로 인한 보유비율 변동","주식담보차입 만기연장, 담보제공"
00809429,뉴온,2023.02.24,17:02,케이피엠테크,2,58213837,55.17,13355592,6.04,유상증자 신주취득,유상증자 신주취득에 따른 변동보고,대표 연명보고자 변경
00117708,리드코프,2023.02.24,16:45,디케이마린,3,10667623,40.34,0,0,,,주식담보계약  만기연장
00155948,코웰패션,2023.02.24,16:41,대명화학,3,63061319,71.26,0,0,,,"주식담보계약 등의 주요 계약 일부 변경(만기연장, 대출상환 후 신규대출)"
00862880,새빗켐,2023.02.24,16:35,박용진,10,2901375,58.01,-41025,-1.86,특별관계자 구성 및 보유수량 변동,임원 사임에 따른 특별관계 해소,특별관계자의 주식 담보 대출 계약 체결
00128412,삼진제약,2023.02.24,16:26,최승주,12,1375889,9.90,0,0.00,,,주요계약 내용변경
00162461,한화솔루션,2023.02.24,16:15,한화,3,70479456,36.30,1000,0,장내매수 ,추가취득,
01358463,현대무벡스,2023.02.24,16:13,현대엘리베이터,11,70954402,60.58,0,0, 전환사채권 매매 및 특별관계자 추가, 전환사채권 매매 및 특별관계자 추가, 보유주식등에 관한 계약 변경
00288495,홈센타홀딩스,2023.02.24,16:04,박병준,10,69978807,54.81,0,0,장외매매,장외매매에 따른 특별관계자간의 주식 거래,주식담보대출 연장에 따른 변경
01329957,국전약품,2023.02.24,16:04,홍종호,8,30418739,61.99,0,0,,,주식담보대출 이자율 중도 변경
00367695,DGP,2023.02.24,16:01,코르몬파트너스,2,10922028,5.35,-3562500,-2.43,보고자의 지분 일부 장외 매도,보고자의 지분 일부 장외 매도로 인한 변동보고,
00568461,보광산업,2023.02.24,15:59,홈센타홀딩스,9,24884807,68.48,0,0,장외매매,장외매매에 따른 최대주주와 특별관계자간의 주식 거래,주식담보대출 연장에 의한 변경
00985686,큐브엔터,2023.02.24,15:50,브이티,3,6990028,50.63,0,0,,,주식담보계약 연장
01390399,솔트웨어,2023.02.24,15:38,미래에셋증권,2,1530000,4.47,-370000,-1.15,"전환사채 보통주 전환, 장내매매","전환사채 보통주 전환, 장내매매",
01692321,미래에셋비전스팩2호,2023.02.24,14:54,미래에셋증권,0,1400000,22.08,1400000,22.08,,,
00654175,피엠티,2023.02.24,13:22,조병호,1,760800,7.03,-190000,-1.76,증여,증여,
00970453,파마리서치,2023.02.24,12:49,정상수,12,4028408,39.84,-162,0,특별관계자 장내매도,단순처분,
00163716,한창,2023.02.24,12:24,매지움,3,12458672,14.26,0,0,,,특별관계자 보유주식 등에 관한 계약 변경
00609324,뷰웍스,2023.02.24,11:24,템플턴자산운용회사,4,489466,4.89,-105139,-1.05,장내매도,단순처분,
00108065,에코바이브,2023.02.24,10:35,에어큐홀딩스,0,17142858,32.27,10000001,9.74,제3자배정 유상증자,제3자배정 유상증자로 인한 신주취득,
00938721,필옵틱스,2023.02.24,10:26,한기수,8,6247061,28.45,-13170,0.15,주식담보주식 변동 등,주식담보주식 변동 등,주식담보대출 연장
00217743,화성밸브,2023.02.24,10:23,장원규,4,4951840,47.56,101711,0.97,장내매수,특별관계자의 장내매수,
00366845,탑엔지니어링,2023.02.24,09:12,김원남,7,3963990,24.81,20000,0.12,장내매수,최대주주의 주식취득,
00108065,에코바이브,2023.02.24,17:46,케이에스알앤알,0,8571428,16.13,8571428,16.13,제3자배정 유상증자 참여로 인한 신규보고,,
00610490,비디아이,2023.02.24,17:33,한국남동발전,0,6390478,32.53,6390478,32.53,회생계획인가에 따른 출자전환 및 주식병합,회생계획인가,
00143314,에이엔피,2023.02.24,17:12,초록뱀융합컨텐츠신기술조합1호,0,0,0,-4255319,-16.00,보유CB 장외매도,보유CB 장외매도,
00264635,에스넷,2023.02.24,16:44,라이노스자산운용,0,645994,3.57,-236826,-1.56,"전환권행사,장내매도","전환권행사,장내매도",
00154055,태원물산,2023.02.24,16:20,베노티앤알,1,847151,11.15,0,0,시간외 대량 매매 및 대표보고자 변경,단순 처분 및 취득,
01336461,뉴로메카,2023.02.24,15:35,KAI-ONE IT 1호,1,250000,2.40,-250000,-2.67,장내매도,단순 처분,
00126256,삼성생명,2023.02.24,13:17,국민연금공단,1,13718100,6.86,-16019,-0.01,,,일반투자목적에서 단순투자목적으로 보유목적 변경
00971090,어스앤에어로스페이스,2023.02.24,12:19,가온빌더스,11,842000,14.68,100000,1.74,구주 취득,주식양수도,※본 보고서 이후부터는 대표보고자를 (주)어스이노베이션으로 변경하여 보고합니다. 동사 명의의 보고서를 참고하시기 바랍니다.
00971090,어스앤에어로스페이스,2023.02.24,12:01,가온빌더스,11,742000,12.94,125000,-8.08,구주 취득,주식양수도,
00426068,엑시온그룹,2023.02.24,07:30,클라우스홀딩스,0,1916666,7.42,1916666,7.42,매수,매수,
00269922,인바디,2023.02.24,07:30,FILLIMITED,8,706307,5.16,706307,5.16,장내매수,"단순투자목적
단순 주식 취득에 의한 신규 보고
본 보고는 보고자 및 특별관계자들(해당하는 경우)이 투자자문사로서 발행회사의 주식에 대한 취득 및 처분 권한을 가지고 있으므로, 보고자가 대표보고자로서 동 주식의 보유자의 지위에서 이행하는 것임.",
